Entity,Code,Year,GDP,Population,Annual CO₂ emissions,Military expenditure $,Market_cap,GDP_per_capita,CO2_per_GDP,CO2_per_Capita,Military_per_GDP
Albania,ALB,2010,31313574128,2928730.0,4783865.0,200601620.0,0.0,10691.86102098862,152.7728831095764,1.6334264339833307,0.6406219206405629
Albania,ALB,2011,32110631768,2911500.0,5314676.0,225225540.0,0.0,11028.896365447365,165.5114118712658,1.8254082088270651,0.7014048855446362
Albania,ALB,2012,32565717384,2910003.0,4850060.0,233485620.0,0.0,11190.956636127179,148.93146503761355,1.6666855669908245,0.7169675313669424
Albania,ALB,2013,32892031585,2907570.0,5287465.0,221573870.0,0.0,11312.550199995185,160.75215622774977,1.818516837083888,0.6736399648267576
Albania,ALB,2014,33475683862,2903748.0,5999650.0,197317840.0,0.0,11528.439748215065,179.22412055069373,2.066174475195506,0.5894363228348737
Albania,ALB,2015,34218417689,2898634.0,4712144.0,164466100.0,0.0,11805.01494462564,137.70782865610954,1.6256429752773203,0.4806361927508705
Albania,ALB,2016,35352751626,2897868.0,4631979.0,159234510.0,0.0,12199.572798346922,131.02173909974903,1.5984092443134055,0.4504161703862728
Albania,ALB,2017,36697074907,2898247.0,5293048.0,157395900.0,0.0,12661.817611473418,144.2362371773219,1.8262929281044715,0.42890584712509766
Albania,ALB,2018,38172057179,2894231.0,4894953.0,181030300.0,0.0,13189.015382324355,128.2339324036461,1.69127930700763,0.474248215523454
Albania,ALB,2019,38968979796,2885012.0,4826944.0,210452660.0,0.0,13507.389153320679,123.8663168825237,1.6731105451207828,0.5400517568119709
Albania,ALB,2020,37682192113,2871951.0,4711145.0,246280130.0,0.0,13120.764286368396,125.02311399168042,1.6403988090326054,0.6535716639346884
Albania,ALB,2021,41039120680,2849643.0,5134120.0,271676930.0,0.0,14401.495443464322,125.10307031266538,1.8016712970712472,0.6619950074427374
Albania,ALB,2022,43032145215,2827615.0,5173371.0,318886940.0,0.0,15218.53053368298,120.22108063989067,1.82958818651054,0.7410435580349441
Algeria,DZA,2002,294099620373,31750833.0,90692380.0,3386876700.0,0.22409031,9262.7371500143,308.3729924063719,2.856377972823579,1.1516086609375762
Algeria,DZA,2003,315274793044,32175813.0,94580616.0,3272049400.0,0.1941619,9798.502777350179,299.99422118976776,2.9394942095169436,1.037840471928674
Algeria,DZA,2004,328831609144,32628286.0,91714220.0,3913746000.0,0.15132917,10078.114711388762,278.90937929825674,2.8108807186500693,1.19019762430628
Algeria,DZA,2005,348232674075,33109258.0,110992510.0,3797338600.0,0.13239856,10517.682820768741,318.73088961231474,3.3523104021237806,1.0904601672105458
Algeria,DZA,2006,354152629554,33623505.0,105896180.0,4210068000.0,0.07661169,10532.888512188125,299.01282995797527,3.149468801661219,1.188772198388566
Algeria,DZA,2007,366193818947,34189420.0,109889440.0,5035002000.0,0.067842126,10710.735044554718,300.0854583400397,3.214135835003928,1.3749554851794827
Algeria,DZA,2008,374982470599,34816962.0,111087410.0,6041065000.0,0.0506223,10770.108850938805,296.2469414171496,3.190611805820393,1.611025974187528
Algeria,DZA,2009,380982190125,35490443.0,118856330.0,6492767700.0,0.05991194,10734.78260400976,311.9734546147769,3.348967213511536,1.70421816774945
Algeria,DZA,2010,394697548973,36188236.0,118353256.0,6905681000.0,0.059292085,10906.791615181242,299.85809718847827,3.270489780159497,1.7496133477313274
Algeria,DZA,2011,406143777886,36903375.0,125094570.0,9393125000.0,0.09013716,11005.599837033875,308.00562956085133,3.3897867065004217,2.3127585627168084
Algeria,DZA,2012,419952666346,37646164.0,135674290.0,10879114000.0,0.073440574,11155.25784635056,323.0704335812399,3.6039339891310043,2.5905571917566235
Algeria,DZA,2013,431711341003,38414176.0,140786380.0,11817865000.0,0.07698423,11238.334020310627,326.11230382067185,3.6649589984697317,2.737446038027034
Algeria,DZA,2014,448116371955,39205035.0,151282780.0,13573043000.0,0.07043064,11430.0719781273,337.59708296306536,3.8587589578736505,3.0289103120211394
Algeria,DZA,2015,464696677723,40019528.0,160087460.0,13451721000.0,0.076813035,11611.748087658605,344.49882616855325,4.000233585963333,2.8947314764359917
Algeria,DZA,2016,479566971418,40850720.0,158481630.0,13720174000.0,0.22912748,11739.498628616582,330.46819202622754,3.8795308870932996,2.860950569517271
Algeria,DZA,2017,485801342039,41689304.0,165173870.0,12632223000.0,0.18598184,11652.901234307006,340.00291005112103,3.9620203302026824,2.6002857355190034
Algeria,DZA,2018,491630958148,42505033.0,172705260.0,12120011000.0,0.19090725,11566.417514556453,351.2904489387526,4.063172001301587,2.4652660291485153
Algeria,DZA,2019,496547267720,43294550.0,179906580.0,12821925000.0,0.0,11469.047899100464,362.315114180526,4.1554093991045065,2.5822164038631272
Algeria,DZA,2020,471223357078,44042093.0,168177860.0,12818895000.0,0.0,10699.386086805638,356.89627322985626,3.8185710202283074,2.7203437196934472
Algeria,DZA,2021,487244951218,44761101.0,179596320.0,11855969000.0,0.0,10885.455011886324,368.5955484013752,4.012330259704738,2.4332666701548806
Algeria,DZA,2022,502836797680,45477391.0,184558080.0,11958343000.0,0.0,11056.852352853752,367.0337589681549,4.0582380814238,2.378175792856386
Angola,AGO,2002,91816458022,17327701.0,16080002.0,1297789300.0,0.0,5298.825159898593,175.13202258517853,0.9279939675782725,1.4134604274203637
Angola,AGO,2003,94561770117,17943717.0,17484428.0,1071704700.0,0.0,5269.909802801727,184.8995421550036,0.9744039097362046,1.133338238776616
Angola,AGO,2004,104916283950,18600426.0,17015688.0,1218802400.0,0.0,5640.531241058672,162.18347962180184,0.9148009835903759,1.1616904012544373
Angola,AGO,2005,120685201418,19291161.0,15386819.0,1615933800.0,0.0,6255.984355633132,127.49549090701589,0.7976097965280576,1.3389659883842113
Angola,AGO,2006,134624342179,20015280.0,17144838.0,2193938200.0,0.0,6726.078385063811,127.3531793916124,0.8565874671750783,1.6296742212362183
Angola,AGO,2007,153485212530,20778569.0,17587936.0,2756848600.0,0.0,7386.707550938662,114.5904267263681,0.8464459703649467,1.7961656074595136
Angola,AGO,2008,170629510761,21578655.0,18750156.0,3218964200.0,0.0,7907.328365044068,109.88811909718981,0.8689214411185497,1.8865225514880533
Angola,AGO,2009,172096924557,22414774.0,20668332.0,3711374800.0,0.0,7677.834474574671,120.09704446028302,0.9220852282516879,2.1565607924450507
Angola,AGO,2010,179666394277,23294821.0,22983320.0,4232289500.0,0.0,7712.718388220283,127.92219765130673,0.986627886086783,2.355637801399233
Angola,AGO,2011,185904506976,24218358.0,23397032.0,4387192000.0,0.0,7676.181307419768,125.85510905887033,0.9660866356009767,2.359916965631382
Angola,AGO,2012,201784669021,25177399.0,25940960.0,5086098400.0,0.0,8014.5160753499595,128.55763584943261,1.0303272391242637,2.5205573964941226
Angola,AGO,2013,211782318527,26165616.0,25709742.0,6611770400.0,0.0,8093.916784798798,121.39701831020554,0.9825773641254997,3.1219652546947962
Angola,AGO,2014,221995646360,27160766.0,26090430.0,7116712400.0,0.0,8173.394165687374,117.52676427577487,0.9605925694437336,3.2057891750089365
Angola,AGO,2015,224090334147,28157801.0,27506950.0,5024039400.0,0.0,7958.374808707541,122.74938187184745,0.9768855884733328,2.241970595975953
Angola,AGO,2016,218308554288,29183072.0,25465634.0,3974379000.0,0.0,7480.657083942362,116.64973039217179,0.8726166319981666,1.8205328751143965
Angola,AGO,2017,217987313632,30234837.0,23595316.0,3562077000.0,0.0,7209.806146201483,108.24169355026294,0.7804016274339431,1.6340753691810694
Angola,AGO,2018,215117812148,31297160.0,23305386.0,2621506300.0,0.0,6873.397207542154,108.33777903972921,0.7446485879229936,1.2186374869768648
Angola,AGO,2019,213607097926,32375632.0,22047118.0,2098685800.0,0.0,6597.773841943842,103.21341478848139,0.6809787682291422,0.9824981568388933
Angola,AGO,2020,201563471094,33451140.0,16532997.0,1515736000.0,0.0,6025.608427515474,82.02377598612482,0.4942431558386351,0.7519894313057994
Angola,AGO,2021,203980641447,34532427.0,19195578.0,1471634400.0,0.0,5906.93035989043,94.1049006603284,0.5558710947249668,0.7214578744142114
Angola,AGO,2022,210192674041,35635028.0,20250226.0,1610365300.0,0.0,5898.484885180952,96.34125495758244,0.5682674361866644,0.766137691214625
Antigua and Barbuda,ATG,2006,2014714551,80619.0,516623.97,0.0,0.0,24990.567372455625,256.4253927404131,6.408216053287687,0.0
Antigua and Barbuda,ATG,2007,2202392931,81716.0,534944.0,0.0,0.0,26951.79562142053,242.89217081581705,6.5463801458710655,0.0
Antigua and Barbuda,ATG,2008,2202077093,82926.0,538608.0,0.0,0.0,26554.724609893157,244.59089180489468,6.495043773967152,0.0
Antigua and Barbuda,ATG,2009,1938649277,84192.0,556928.0,0.0,0.0,23026.526000095022,287.2763044906343,6.614975294564804,0.0
Antigua and Barbuda,ATG,2010,1786647644,85337.0,549600.0,0.0,0.0,20936.377468155664,307.61521548229797,6.440348266285433,0.0
Antigua and Barbuda,ATG,2011,1751654138,86349.0,545936.0,0.0,0.0,20285.748972194237,311.668832423356,6.32243569699707,0.0
Antigua and Barbuda,ATG,2012,1776865144,87275.0,556928.0,0.0,0.0,20359.382916069895,313.4329028179755,6.381300486966485,0.0
Antigua and Barbuda,ATG,2013,1785499502,88074.0,556928.0,0.0,0.0,20272.7195540114,311.91719705111404,6.323409859890546,0.0
Antigua and Barbuda,ATG,2014,1824984975,88783.0,567920.0,0.0,0.0,20555.567788878503,311.1916030979926,6.39672009281056,0.0
Antigua and Barbuda,ATG,2015,1851358843,89422.0,582576.0,0.0,0.0,20703.617040549307,314.6748142331908,6.514906846189976,0.0
Antigua and Barbuda,ATG,2016,1927260214,89981.0,597232.0,0.0,0.0,21418.524066191752,309.88654031333624,6.637312321490092,0.0
Antigua and Barbuda,ATG,2017,1974735058,90483.0,604560.0,0.0,0.0,21824.376490611496,306.14739812858477,6.681476078379364,0.0
Antigua and Barbuda,ATG,2018,2112042062,90942.0,615552.0,0.0,0.0,23224.055573882255,291.4487410431128,6.76862175892327,0.0
Antigua and Barbuda,ATG,2019,2177524767,91377.0,641200.0,0.0,0.0,23830.118815456844,294.4627816488114,7.017083073421102,0.0
Antigua and Barbuda,ATG,2020,1766399399,91864.0,619216.0,0.0,0.0,19228.418085430636,350.5526555039323,6.740573020987547,0.0
Antigua and Barbuda,ATG,2021,1911097864,92358.0,637536.0,0.0,0.0,20692.282899153295,333.59673097306126,6.902877931527318,0.0
Antigua and Barbuda,ATG,2022,2092965498,92851.0,618115.0,0.0,0.0,22541.119621759593,295.3297608539938,6.657063467275528,0.0
Argentina,ARG,2002,584935157747,38029346.0,124931020.0,2514442800.0,16.95694,15381.152169879546,213.58097277174778,3.2851214427931525,0.4298669291285041
Argentina,ARG,2003,636626116266,38424284.0,134481250.0,2554374400.0,27.428051,16568.32736989972,211.2405485165645,3.4999025616196255,0.40123619417031764
Argentina,ARG,2004,694110738086,38815915.0,157049420.0,2388874200.0,24.653456,17882.1171183521,226.25989108461488,4.046005871560673,0.34416326803807773
Argentina,ARG,2005,755551060091,39216787.0,161588540.0,2426421200.0,23.94636,19266.01126428333,213.8684577856829,4.12039211677387,0.3211458931323261
Argentina,ARG,2006,816351398559,39622113.0,174308940.0,2604587800.0,22.033339,20603.429164895875,213.52194693080105,4.399284308739415,0.31905228613530195
Argentina,ARG,2007,889885482455,40016766.0,173581010.0,2804355300.0,19.848385,22237.816080764747,195.05994133214514,4.337707100069006,0.3151366501972136
Argentina,ARG,2008,925990210832,40424149.0,187342380.0,2849549000.0,11.021843,22906.857255844767,202.3157240848943,4.634417412225549,0.307729927019389
Argentina,ARG,2009,871185248000,40854832.0,178180670.0,3132573200.0,13.738187,21323.92192923471,204.52673000266415,4.361312023018477,0.3595760152265572
Argentina,ARG,2010,959396223037,41288694.0,185945940.0,3753320400.0,15.08632,23236.293766932904,193.8155847762065,4.503555864469823,0.3912169247569833
Argentina,ARG,2011,1016997908810,41730655.0,189775150.0,4631491600.0,8.220149,24370.523511073574,186.60328438832084,4.547619729429121,0.45540817339726464
Argentina,ARG,2012,1006559234253,42161718.0,191361730.0,5211605000.0,6.2739663,23873.771800594084,190.114722996919,4.5387555127616,0.5177643622600809
Argentina,ARG,2013,1030770242883,42582454.0,189537740.0,6285565400.0,9.619995,24206.454679267663,183.87971646317106,4.451076023002338,0.6097930594522855
Argentina,ARG,2014,1004870951838,43024072.0,188396530.0,5686017500.0,11.426904,23356.016879062492,187.4833078370966,4.378863302385697,0.565845543609332
Argentina,ARG,2015,1032315583600,43477009.0,191743840.0,6663661000.0,9.438369,23743.94208212437,185.74149518438017,4.410235303905106,0.6455061907291738
Argentina,ARG,2016,1010840035079,43900312.0,189920450.0,6427242500.0,11.407611,23025.8052625913,187.8837831993439,4.3261754039470155,0.6358318108658699
Argentina,ARG,2017,1039330591568,44288898.0,186898880.0,6774051300.0,16.89485,23467.06823836529,179.82620882738811,4.219993913598843,0.6517706064804882
Argentina,ARG,2018,1012127189427,44654876.0,180599310.0,5169291300.0,8.762254,22665.546970212166,178.4353902222936,4.044335718231532,0.5107353457154444
Argentina,ARG,2019,991875931195,44973468.0,178508060.0,4378196500.0,8.798018,22054.690805587863,179.97014988047513,3.9691860098491847,0.4414056599523695
Argentina,ARG,2020,893675405257,45191960.0,165120860.0,3990050300.0,8.360652,19775.09727962673,184.76603365012056,3.6537662894019203,0.446476458513766
Argentina,ARG,2021,989459623967,45312283.0,191107840.0,3724809000.0,8.580816,21836.454896059862,193.14364666422583,4.21757252884389,0.376448812036036
Argentina,ARG,2022,1038500903537,45407904.0,204080690.0,3354663700.0,8.367361,22870.4875595447,196.5146966217627,4.494386924355725,0.3230294445170388
Armenia,ARM,2002,15417205348,3055635.0,3076793.0,599891400.0,0.0,5045.499658172524,199.56878893094185,1.0069242563329717,3.8910515003150103
Armenia,ARM,2003,17575614097,3038976.0,3455560.0,614168400.0,0.0,5783.400098256781,196.61105329968717,1.1370803849717799,3.4944349404259683
Armenia,ARM,2004,19421053577,3022544.0,3691197.0,523771970.0,0.0,6425.399788059331,190.06162489410036,1.2212219243127644,2.6969287115313536
Armenia,ARM,2005,22120580024,3006360.0,4376169.0,279438200.0,0.0,7357.927867587381,197.8324707241863,1.4556370494551552,1.2632498772492404
Armenia,ARM,2006,25040496587,2990371.0,4401590.0,255147730.0,0.0,8373.709010353565,175.77886224050067,1.4719210425729785,1.0189403756971107
Armenia,ARM,2007,28471044620,2974825.0,5100210.0,378953630.0,0.0,9570.662012051129,179.1367358687382,1.7144571529417696,1.3310141410610454
Armenia,ARM,2008,30435546698,2959996.0,5574790.0,456623040.0,0.0,10282.293184855655,183.16707287424327,1.8833775451047907,1.500295179616425
Armenia,ARM,2009,26144134614,2945518.0,4363332.0,476186100.0,0.0,8875.903869540094,166.89525449671862,1.4813462351953035,1.8213878830971353
Armenia,ARM,2010,26719305575,2931083.0,4252750.0,496681800.0,0.0,9115.847478559972,159.1639418944742,1.4509142183964083,1.8588873824053342
Armenia,ARM,2011,27975112937,2923267.0,4968878.0,463337470.0,0.0,9569.81108362664,177.6177994773398,1.6997687860876205,1.6562487917151103
Armenia,ARM,2012,29989321069,2922528.0,5748252.0,488032480.0,0.0,10261.431565069694,191.67663005022064,1.96687662188352,1.6273542134452645
Armenia,ARM,2013,30978968664,2922528.0,5535004.0,523997200.0,0.0,10600.058806622212,178.6697310692628,1.8939096562975615,1.6914610866594986
Armenia,ARM,2014,32094211536,2922433.0,5604113.0,543654400.0,0.0,10982.017906312993,174.6144470230677,1.917618983908271,1.6939328744380717
Armenia,ARM,2015,33121226305,2921179.0,5469323.0,552338600.0,0.0,11338.307685013482,165.13044987027996,1.8722998487939289,1.6676272638994005
Armenia,ARM,2016,33187468758,2918795.0,5203013.0,568599550.0,0.0,11370.263673193904,156.77643383832304,1.782589390484772,1.713295925477704
Armenia,ARM,2017,35676528915,2914967.0,5540153.0,568343940.0,0.0,12239.085010224815,155.28845345912205,1.9005885829925346,1.5930471861600946
Armenia,ARM,2018,37531708418,2909970.0,5822272.0,657380400.0,0.3837713,12897.62726694777,155.12941577707855,2.0008013828321256,1.7515333772675372
Armenia,ARM,2019,40384118258,2903975.0,6284110.0,798427140.0,0.40354526,13906.496529067916,155.6084488425133,2.1639683537220535,1.9770820174879848
Armenia,ARM,2020,37476461743,2890894.0,6795358.0,784673000.0,0.21318337,12963.623620582423,181.3233609565413,2.3506078050596115,2.093775568731657
Armenia,ARM,2021,39650096525,2870339.0,7417117.0,794867300.0,0.21269684,13813.732985894698,187.06428609381553,2.584056099296982,2.004704577449954
Armenia,ARM,2022,44646008687,2880883.0,7164562.0,893372700.0,1.2948468,15497.33490981758,160.47486014323545,2.4869326522458564,2.0010135872686234
Aruba,ABW,2002,3586210019,91392.0,2436560.0,0.0,0.0,39239.86803002451,679.4247930519766,26.660539215686274,0.0
Aruba,ABW,2003,3626035061,92324.0,2561136.0,0.0,0.0,39275.10789177245,706.318597838842,27.74073913608596,0.0
Aruba,ABW,2004,3890508229,93223.0,2616096.0,0.0,0.0,41733.3515226929,672.4303988099854,28.062774208081695,0.0
Aruba,ABW,2005,3875602151,94238.0,2718688.0,0.0,0.0,41125.683386744204,701.4878963514127,28.84916912498143,0.0
Aruba,ABW,2006,3919296160,95403.0,2715024.0,0.0,0.0,41081.4771023972,692.7325441004692,28.458476148548787,0.0
Aruba,ABW,2007,4040384536,96604.0,2821280.0,0.0,0.0,41824.19502298041,698.2701707875262,29.20458780174734,0.0
Aruba,ABW,2008,4114556124,97815.0,2656400.0,0.0,0.0,42064.67437509584,645.6103453068367,27.157388948525277,0.0
Aruba,ABW,2009,3634068874,99040.0,2627088.0,0.0,0.0,36692.940973344106,722.9053964264521,26.525525040387723,0.0
Aruba,ABW,2010,3534733211,100127.0,2506176.0,0.0,0.0,35302.49793761922,709.0141887373123,25.029971935641736,0.0
Aruba,ABW,2011,3653826790,100994.0,2498848.0,0.0,0.0,36178.65209814444,683.8988664812981,24.742539160742222,0.0
Aruba,ABW,2012,3615797756,101774.0,1348352.0,0.0,0.0,35527.715880283766,372.90581248980675,13.248491756244228,0.0
Aruba,ABW,2013,3848347131,102570.0,861040.0,0.0,0.0,37519.22717168763,223.74280975434178,8.394657307204836,0.0
Aruba,ABW,2014,3787290232,103381.0,872032.0,0.0,0.0,36634.29674698446,230.25222430325746,8.43512831177876,0.0
Aruba,ABW,2015,3763671719,104200.0,897680.0,0.0,0.0,36119.69020153551,238.51176909725586,8.614971209213051,0.0
Aruba,ABW,2016,3828392725,104989.0,883024.0,0.0,0.0,36464.70320700264,230.6513629685157,8.410633494937565,0.0
Aruba,ABW,2017,4098238260,105736.0,890352.0,0.0,0.0,38759.157335250056,217.2523761466226,8.42051902852387,0.0
Aruba,ABW,2018,4195847235,106447.0,872032.0,0.0,0.0,39417.24271233572,207.83216145856653,8.192170751641662,0.0
Aruba,ABW,2019,4099223719,107089.0,828064.0,0.0,0.0,38278.662785160006,202.00507626892954,7.732484195388882,0.0
Aruba,ABW,2020,3116124097,107411.0,820736.0,0.0,0.0,29011.21949334798,263.3836055470804,7.641079591475734,0.0
Aruba,ABW,2021,3977400760,107565.0,857376.0,0.0,0.0,36976.71882117789,215.56188368606837,7.970771161623205,0.0
Aruba,ABW,2022,4393369954,107792.0,831258.0,0.0,0.0,40757.84802211667,189.20737581936856,7.711685468309336,0.0
Australia,AUS,2002,775427251526,19595357.0,362536540.0,13851102000.0,96.03281,39571.988993413084,467.5313374485449,18.501144939589516,1.786254219559831
Australia,AUS,2003,799393282192,19819450.0,369629660.0,16714324000.0,125.182976,40333.777284031596,462.387748601597,18.649844470961607,2.0908762147922975
Australia,AUS,2004,833162226298,20046680.0,383159040.0,19488584000.0,126.314186,41561.107689552584,459.8852755273067,19.113341461029957,2.3391103658880295
Australia,AUS,2005,859441323150,20294490.0,386176000.0,20458097000.0,115.570366,42348.50558698445,449.33375856841354,19.028613185155184,2.380394850577764
Australia,AUS,2006,883121494824,20590565.0,392359970.0,22128460000.0,146.42334,42889.619338954515,444.2876459237295,19.055328010668966,2.5057095914543503
Australia,AUS,2007,916445136674,20954545.0,399475000.0,24741351000.0,151.84839,43734.909857217135,435.8962517383102,19.063883276873824,2.6997089089034088
Australia,AUS,2008,949310948586,21370595.0,404840480.0,24827976000.0,64.75367,44421.36255850621,426.45719045272836,18.94380947278258,2.615368129587182
Australia,AUS,2009,967277357062,21783014.0,407093950.0,24608612000.0,135.87003,44405.120295198816,420.8657910038375,18.688596077659408,2.5441112438262783
Australia,AUS,2010,988814155737,22141583.0,405131000.0,28375892000.0,126.60534,44658.69290994235,409.7139969623926,18.297291571248543,2.869689095303292
Australia,AUS,2011,1012634409706,22479778.0,403858080.0,29788084000.0,85.66984,45046.459520463235,398.81923439403255,17.965394498112925,2.941642483652953
Australia,AUS,2012,1052313573886,22852649.0,406196670.0,31763960000.0,89.618416,46047.77213731327,386.0034499982649,17.7745989097369,3.0184880997687364
Australia,AUS,2013,1079738953907,23236271.0,399067520.0,30065064000.0,86.61073,46467.82411459222,369.5962978421657,17.1743357615342,2.784475255913529
Australia,AUS,2014,1107892078532,23595599.0,392728900.0,29879736000.0,87.770805,46953.33560008373,354.48299307309884,16.644158938283365,2.696989768136244
Australia,AUS,2015,1132285758806,23947998.0,401496600.0,29530616000.0,87.84775,47281.01943243857,354.5894637263475,16.765351324983406,2.608053291347597
Australia,AUS,2016,1163753594970,24329961.0,410388100.0,31292690000.0,105.10894,47832.11921178172,352.6417463059087,16.867602048355113,2.6889446473251652
Australia,AUS,2017,1190737658818,24731044.0,413817700.0,32994930000.0,113.79621,48147.488590372486,347.53053868371063,16.732722646079964,2.7709655234010833
Australia,AUS,2018,1225344818931,25119700.0,415591170.0,35032150000.0,88.44322,48780.23300162821,339.1626288203225,16.54443205930007,2.8589625923062463
Australia,AUS,2019,1252070926358,25482714.0,415769800.0,36941074000.0,106.812164,49134.127799652735,332.06569312281954,16.31575820377688,2.95039787461989
Australia,AUS,2020,1247880415757,25743787.0,399183900.0,38376120000.0,129.51958,48473.07102707927,319.88954627342525,15.506028697331903,3.075304293217868
Australia,AUS,2021,1274233539838,25956416.0,389019520.0,39704367000.0,121.24092,49091.27438233383,305.29687677932105,14.987412746043214,3.11594113313387
Australia,AUS,2022,1328629886582,26200987.0,384362140.0,38642770000.0,99.30885,50709.154070493605,289.29210751746706,14.669758051481038,2.908467616923131
Austria,AUT,2002,383240569094,8081638.0,71969400.0,2616547300.0,15.776437,47421.15015470874,187.79170527311157,8.905298653565032,0.6827427759502731
Austria,AUT,2003,386848667609,8122605.0,77396060.0,3003156700.0,21.674395,47626.182438885065,200.06805368715038,9.528477625096874,0.7763130524816448
Austria,AUT,2004,397429443747,8173494.0,77693560.0,3255766500.0,29.335968,48624.18003206462,195.4901963666764,9.505550502636938,0.8192061638172413
Austria,AUT,2005,406348020084,8229204.0,79091840.0,3266922000.0,40.21358,49378.77589181165,194.64064321920455,9.611116700959169,0.8039714329910267
Austria,AUT,2006,420383450698,8269902.0,76811656.0,3472977200.0,57.731915,50832.94224018616,182.71807767994383,9.288097488942432,0.8261450811713703
Austria,AUT,2007,436052887762,8296949.0,74112260.0,4314347000.0,61.135662,52555.81151119526,169.9616309855764,8.932471442213275,0.9894091109321568
Austria,AUT,2008,442421107373,8323250.0,73489910.0,4109064000.0,17.773203,53154.850253566816,166.10850787921726,8.829472862163218,0.928767622412666
Austria,AUT,2009,425765818911,8345072.0,67306600.0,3726329000.0,28.569721,51020.02941508473,158.0836154770551,8.065430711682296,0.8752062365013228
