Entity,Code,Year,Market capitalization of listed domestic companies (% of GDP)
Vietnam,VNM,2016,28.480488
Vietnam,VNM,2017,44.53827
Vietnam,VNM,2018,42.776596
Vietnam,VNM,2019,44.806473
Vietnam,VNM,2020,53.664192
Vietnam,VNM,2021,76.07456
Vietnam,VNM,2022,41.467777
World,OWID_WRL,1975,27.081726
World,OWID_WRL,1976,30.643297
World,OWID_WRL,1977,25.960157
World,OWID_WRL,1978,23.11947
World,OWID_WRL,1979,25.416813
World,OWID_WRL,1980,29.422415
World,OWID_WRL,1981,27.450985
World,OWID_WRL,1982,30.79101
World,OWID_WRL,1983,36.63203
World,OWID_WRL,1984,34.416477
World,OWID_WRL,1985,46.75675
World,OWID_WRL,1986,53.21614
World,OWID_WRL,1987,55.225918
World,OWID_WRL,1988,59.57157
World,OWID_WRL,1989,68.8808
World,OWID_WRL,1990,50.46364
World,OWID_WRL,1991,56.438007
World,OWID_WRL,1992,49.939175
World,OWID_WRL,1993,61.307026
World,OWID_WRL,1994,60.346535
World,OWID_WRL,1995,63.45184
World,OWID_WRL,1996,71.48018
World,OWID_WRL,1997,79.865074
World,OWID_WRL,1998,88.598976
World,OWID_WRL,1999,114.51144
World,OWID_WRL,2000,100.47089
World,OWID_WRL,2001,87.87058
World,OWID_WRL,2002,72.2291
World,OWID_WRL,2003,84.46349
World,OWID_WRL,2004,88.69988
World,OWID_WRL,2005,92.04105
World,OWID_WRL,2006,105.46468
World,OWID_WRL,2007,113.30288
World,OWID_WRL,2008,55.765747
World,OWID_WRL,2009,83.222565
World,OWID_WRL,2010,86.68059
World,OWID_WRL,2011,68.23517
World,OWID_WRL,2012,77.83823
World,OWID_WRL,2013,88.343834
World,OWID_WRL,2014,89.66813
World,OWID_WRL,2015,93.910034
World,OWID_WRL,2016,96.314095
World,OWID_WRL,2017,110.223274
World,OWID_WRL,2018,90.337204
World,OWID_WRL,2019,107.44649
World,OWID_WRL,2020,132.63708
World,OWID_WRL,2021,130.8614
World,OWID_WRL,2022,105.689
Zambia,ZMB,1995,11.241448
Zambia,ZMB,1996,6.0338244
Zambia,ZMB,1997,11.660152
Zambia,ZMB,1998,8.079448
Zambia,ZMB,1999,8.035168
Zambia,ZMB,2001,7.327007
Zambia,ZMB,2003,15.415546
Zambia,ZMB,2004,26.522276
Zambia,ZMB,2005,30.205944
Zambia,ZMB,2006,23.144882
Zambia,ZMB,2011,13.574322
Zambia,ZMB,2020,14.976983
Zambia,ZMB,2021,18.259838
Zambia,ZMB,2022,13.843301
Zimbabwe,ZWE,1993,21.906473
Zimbabwe,ZWE,1994,24.454788
Zimbabwe,ZWE,1995,29.95386
Zimbabwe,ZWE,1996,42.4763
Zimbabwe,ZWE,1997,22.617313
Zimbabwe,ZWE,1998,14.934314
Zimbabwe,ZWE,1999,35.88051
